,Name,Platform,Publisher,Developer,Global_Sales,Genre,Platform_Brand,Platform_Type,esrb_rating,userscore,critic_reviews,user_reviews,num_players,Story Focus,Gameplay Focus,Series,score,opencritic_classification,metascore_range
26919,Blade Dancer: Lineage of Light,PSP,Nippon Ichi Software  ,Hit Maker  ,0.06,Role-Playing,Sony,Handheld,E10+,6.5,33.0,22.0,1-4 Players,1.0,0.0,0.0,,,Fair
27006,Psycho-Pass: Mandatory Happiness,PS4,NIS America  ,5pb. Inc.  ,0.15,Visual Novel,Sony,HomeConsole,T,6.7,26.0,37.0,1 Player,1.0,1.0,0.0,,,Strong
27007,Psycho-Pass: Mandatory Happiness,PSV,NIS America  ,5pb. Inc.  ,0.04,Visual Novel,Sony,Handheld,T,7.3,11.0,17.0,1 Player,1.0,1.0,0.0,,,Fair
27010,Battle Princess of Arcadias,PS3,NIS America  ,Apollo  ,0.02,Action,Sony,HomeConsole,T,8.0,22.0,25.0,1 Player,0.0,1.0,0.0,,,Fair
27023,Cross Edge,PS3,NIS America  ,Compile Heart  ,0.23,Role-Playing,Sony,HomeConsole,T,6.4,32.0,68.0,1 Player,1.0,0.0,0.0,,,Weak
27024,Fairy Fencer F,PS3,NIS America  ,Compile Heart  ,0.19,Role-Playing,Sony,HomeConsole,T,7.4,31.0,54.0,1 Player,1.0,0.0,1.0,69.0,Fair,Fair
27025,Hyperdimension Neptunia,PS3,NIS America  ,Compile Heart  ,0.44,Role-Playing,Sony,HomeConsole,T,6.7,31.0,135.0,1 Player,1.0,1.0,0.0,,,Weak
27027,Mugen Souls,PS3,NIS America  ,Compile Heart  ,0.16,Role-Playing,Sony,HomeConsole,T,7.2,24.0,33.0,1 Player,0.0,1.0,0.0,,,Weak
27028,Mugen Souls Z,PS3,NIS America  ,Compile Heart  ,0.07,Role-Playing,Sony,HomeConsole,T,6.3,26.0,59.0,1 Player,0.0,1.0,0.0,,,Weak
27031,Touhou Genso Rondo: Bullet Ballet,PS4,NIS America  ,CUBETYPE  ,0.07,Shooter,Sony,HomeConsole,E10+,5.3,19.0,37.0,2 Players,0.0,1.0,0.0,61.0,Weak,Weak
27034,Bleach: Soul Resurreccion,PS3,NIS America  ,Eighting  ,0.51,Fighting,Sony,HomeConsole,T,7.0,34.0,62.0,1 Player,0.0,1.0,0.0,,,Weak
27038,Stranger of Sword City,PSV,NIS America  ,Experience Inc.  ,0.06,Role-Playing,Sony,Handheld,T,8.1,24.0,37.0,1 Player,0.0,1.0,0.0,72.0,Fair,Strong
27054,Ar tonelico Qoga: Knell of Ar Ciel,PS3,NIS America  ,Gust  ,0.24,Role-Playing,Sony,HomeConsole,M,7.8,27.0,75.0,1 Player,0.0,1.0,0.0,,,Fair
27055,Atelier Annie: Alchemists of Sera Island,DS,NIS America  ,Gust  ,0.12,Role-Playing,Nintendo,Handheld,E10+,6.8,11.0,15.0,1 Player,1.0,0.0,0.0,,,Strong
27059,Atelier Iris: Eternal Mana,PS2,NIS America  ,Gust  ,0.15,Role-Playing,Sony,HomeConsole,T,7.5,38.0,47.0,1 Player,1.0,0.0,0.0,,,Strong
27062,Atelier Totori: The Adventurer of Arland,PS3,NIS America  ,Gust  ,0.43,Role-Playing,Sony,HomeConsole,T,8.1,19.0,85.0,1 Player,1.0,0.0,0.0,,,Strong
27063,Mana Khemia 2: Fall of Alchemy,PS2,NIS America  ,Gust  ,0.2,Role-Playing,Sony,HomeConsole,T,8.2,12.0,26.0,1 Player,0.0,1.0,0.0,,,Strong
27064,Mana Khemia: Alchemists of Al-Revis,PS2,NIS America  ,Gust  ,0.06,Role-Playing,Sony,HomeConsole,E10+,8.1,20.0,55.0,1 Player,0.0,1.0,0.0,,,Fair
27067,A Witch's Tale,DS,NIS America  ,Hit Maker  ,0.11,Role-Playing,Nintendo,Handheld,E10+,7.0,17.0,8.0,1 Player,1.0,0.0,0.0,,,Weak
27068,Dragoneer's Aria,PSP,NIS America  ,Hit Maker  ,0.07,Role-Playing,Sony,Handheld,E10+,6.4,30.0,10.0,"1-4 Players, 4 Players Online",0.0,1.0,0.0,,,Weak
27069,Last Rebellion,PS3,NIS America  ,Hit Maker  ,0.09,Role-Playing,Sony,HomeConsole,T,4.7,30.0,27.0,1 Player,0.0,1.0,0.0,,,Weak
27070,Time and Eternity,PS3,NIS America  ,imageepoch Inc.  ,0.17,Role-Playing,Sony,HomeConsole,T,5.4,40.0,76.0,1-2 Players,1.0,1.0,0.0,,,Weak
27078,Rodea the Sky Soldier,WiiU,NIS America  ,Kadokawa Games  ,0.14,Action-Adventure,Nintendo,HomeConsole,E10+,6.5,31.0,86.0,1 Player,0.0,1.0,0.0,47.0,Weak,Weak
27079,Rodea the Sky Soldier,3DS,NIS America  ,Kadokawa Games  ,0.05,Action-Adventure,Nintendo,Handheld,E10+,5.7,7.0,38.0,1 Player,0.0,1.0,0.0,47.0,Weak,Weak
27084,Puchi Puchi Virus,DS,NIS America  ,Keys Factory  ,0.09,Puzzle,Nintendo,Handheld,E,6.3,17.0,4.0,1-2 Players,0.0,1.0,0.0,,,Strong
27085,Grand Kingdom,PS4,NIS America  ,Monochrome Corporation  ,0.14,Role-Playing,Sony,HomeConsole,T,7.3,33.0,96.0,Online Multiplayer,1.0,0.0,0.0,76.0,Strong,Strong
27086,Grand Kingdom,PSV,NIS America  ,Monochrome Corporation  ,0.09,Role-Playing,Sony,Handheld,T,8.3,11.0,46.0,1 Player,1.0,0.0,0.0,76.0,Strong,Strong
27087,Generation of Chaos,PSP,NIS America  ,Neverland  ,0.06,Role-Playing,Sony,Handheld,T,7.1,29.0,17.0,1 Player,0.0,1.0,0.0,,,Fair
27088,Aedis Eclipse: Generation of Chaos,PSP,NIS America  ,Neverland Company  ,0.02,Role-Playing,Sony,Handheld,E10+,6.3,20.0,11.0,1 Player,0.0,1.0,0.0,,,Fair
27089,Spectral Souls: Resurrection of the Ethereal Empires,PSP,NIS America  ,Neverland Company  ,0.03,Role-Playing,Sony,Handheld,T,8.2,27.0,18.0,1 Player,1.0,0.0,1.0,,,Weak
27090,Cave Story 3D,3DS,NIS America  ,Nicalis  ,0.15,Platform,Nintendo,Handheld,E10+,8.1,29.0,72.0,1 Player,0.0,1.0,0.0,,,Mighty
27105,Criminal Girls: Invite Only,PSV,NIS America  ,Nippon Ichi Software  ,0.07,Role-Playing,Sony,Handheld,M,6.8,31.0,43.0,1 Player,0.0,1.0,0.0,,,Weak
27111,Disgaea 2: Cursed Memories,PS2,NIS America  ,Nippon Ichi Software  ,0.33,Role-Playing,Sony,HomeConsole,T,6.9,54.0,49.0,1 Player,1.0,0.0,1.0,,,Mighty
27114,Disgaea 3: Absence of Justice,PS3,NIS America  ,Nippon Ichi Software  ,0.55,Role-Playing,Sony,HomeConsole,T,8.2,51.0,130.0,1 Player,1.0,0.0,1.0,,,Strong
27117,Disgaea 4: A Promise Unforgotten,PS3,NIS America  ,Nippon Ichi Software  ,0.58,Role-Playing,Sony,HomeConsole,T,8.7,39.0,113.0,1 Player,1.0,0.0,1.0,,,Mighty
27119,Disgaea 5: Alliance of Vengeance,PS4,NIS America  ,Nippon Ichi Software  ,0.35,Role-Playing,Sony,HomeConsole,T,8.2,43.0,208.0,1 Player,1.0,0.0,1.0,82.0,Strong,Mighty
27121,Disgaea DS,DS,NIS America  ,Nippon Ichi Software  ,0.18,Role-Playing,Nintendo,Handheld,T,8.1,32.0,43.0,"1 Player, 2 Players Online No Online Multiplayer",1.0,0.0,1.0,,,Mighty
27122,Disgaea Infinite,PSP,NIS America  ,Nippon Ichi Software  ,0.1,Adventure,Sony,Handheld,T,7.1,15.0,27.0,1 Player,1.0,0.0,1.0,,,Fair
27129,Makai Kingdom: Chronicles of the Sacred Tome,PS2,NIS America  ,Nippon Ichi Software  ,0.12,Role-Playing,Sony,HomeConsole,T,8.5,41.0,13.0,1 Player,0.0,1.0,0.0,,,Strong
27132,Phantom Brave,PS2,NIS America  ,Nippon Ichi Software  ,0.14,Role-Playing,Sony,HomeConsole,T,8.2,40.0,30.0,1 Player,1.0,1.0,1.0,,,Mighty
27133,Phantom Brave: The Hermuda Triangle,PSP,NIS America  ,Nippon Ichi Software  ,0.1,Role-Playing,Sony,Handheld,T,8.2,16.0,12.0,1 Player,1.0,1.0,1.0,,,Fair
27134,Phantom Brave: We Meet Again,Wii,NIS America  ,Nippon Ichi Software  ,0.13,Role-Playing,Nintendo,HomeConsole,T,7.7,12.0,17.0,1 Player,1.0,1.0,1.0,,,Strong
27136,Prinny: Can I Really Be the Hero?,PSP,NIS America  ,Nippon Ichi Software  ,0.11,Platform,Sony,Handheld,T,8.1,45.0,36.0,1 Player,0.0,1.0,0.0,,,Strong
27138,Rhapsody: A Musical Adventure,DS,NIS America  ,Nippon Ichi Software  ,0.05,Role-Playing,Nintendo,Handheld,E,7.9,24.0,14.0,1 Player,0.0,1.0,0.0,,,Fair
27141,The Guided Fate Paradox,PS3,NIS America  ,Nippon Ichi Software  ,0.07,Role-Playing,Sony,HomeConsole,T,7.8,27.0,64.0,1 Player,0.0,1.0,0.0,,,Strong
27150,The Witch and the Hundred Knight,PS3,NIS America  ,Nippon Ichi Software  ,0.22,Role-Playing,Sony,HomeConsole,T,7.3,44.0,84.0,1 Player,0.0,1.0,0.0,,,Weak
27158,Trinity Universe,PS3,NIS America  ,Nippon Ichi Software / Gust  ,0.18,Role-Playing,Sony,HomeConsole,T,7.5,25.0,28.0,1 Player,0.0,1.0,0.0,,,Fair
27162,"Sakura Wars: So Long, My Love",PS2,NIS America  ,RED Entertainment  ,0.29,Role-Playing,Sony,HomeConsole,T,8.3,15.0,40.0,1 Player,0.0,1.0,0.0,,,Mighty
27163,"Sakura Wars: So Long, My Love",Wii,NIS America  ,RED Entertainment  ,0.11,Role-Playing,Nintendo,HomeConsole,T,8.2,30.0,43.0,1 Player,0.0,1.0,0.0,,,Strong
27168,Danganronpa 2: Goodbye Despair,PSV,NIS America  ,Spike Chunsoft  ,0.18,Adventure,Sony,Handheld,M,8.7,50.0,273.0,1 Player,1.0,1.0,0.0,,,Mighty
27169,Danganronpa Another Episode: Ultra Despair Girls,PSV,NIS America  ,Spike Chunsoft  ,0.22,Shooter,Sony,Handheld,M,8.2,35.0,121.0,1 Player,1.0,1.0,0.0,73.0,Fair,Strong
27170,Danganronpa Another Episode: Ultra Despair Girls,PS4,NIS America  ,Spike Chunsoft  ,0.04,Shooter,Sony,HomeConsole,M,7.2,13.0,61.0,1 Player,1.0,1.0,0.0,73.0,Fair,Fair
27173,Danganronpa: Trigger Happy Havoc,PSV,NIS America  ,Spike Chunsoft  ,0.34,Adventure,Sony,Handheld,M,8.7,55.0,320.0,1 Player,1.0,1.0,0.0,,,Mighty
27174,Tears to Tiara II: Heir of the Overlord,PS3,NIS America  ,Sting  ,0.15,Visual Novel,Sony,HomeConsole,T,8.5,18.0,56.0,1 Player,0.0,1.0,0.0,,,Fair
27176,Legasista,PS3,NIS America  ,System Prisma  ,0.04,Role-Playing,Sony,HomeConsole,T,6.7,13.0,16.0,1 Player,0.0,1.0,0.0,,,Fair
27177,Onechanbara Z2: Chaos,PS4,NIS America  ,Tamsoft  ,0.28,Action,Sony,HomeConsole,M,7.0,40.0,87.0,1 Player,0.0,1.0,0.0,58.0,Weak,Weak
27181,Demon Gaze,PSV,NIS America  ,Unknown  ,0.17,Misc,Sony,Handheld,T,8.6,38.0,110.0,1 Player,0.0,1.0,0.0,,,Strong
27191,GrimGrimoire,PS2,NIS America  ,Vanillaware  ,0.05,Strategy,Sony,HomeConsole,E10+,9.6,39.0,2415.0,1 Player,0.0,1.0,0.0,,,Strong
27196,Steins;Gate,PC,Nitro+  ,Nitro+  ,0.16,Visual Novel,PC,PC,M,9.0,9.0,350.0,1 Player,1.0,1.0,0.0,,,Mighty
27217,Hotel Giant 2,PC,Nobilis  ,Enlight Software  ,0.03,Strategy,PC,PC,E,2.5,7.0,22.0,1 Player,0.0,1.0,0.0,,,Weak
27219,Trine,PC,Nobilis  ,Frozenbyte  ,0.01,Platform,PC,PC,E10+,8.1,50.0,604.0,1-3 Players,1.0,1.0,1.0,,,Mighty
27220,Trine,PS3,Nobilis  ,Frozenbyte  ,0.0,Platform,Sony,HomeConsole,E10+,7.8,24.0,76.0,1-3 Players,1.0,1.0,1.0,,,Mighty
27249,The Book of Unwritten Tales 2,PS4,Nordic Games  ,KING Art Games  ,0.07,Adventure,Sony,HomeConsole,,6.7,9.0,24.0,1 Player,1.0,1.0,0.0,73.0,Fair,Fair
27251,The Book of Unwritten Tales 2,PC,Nordic Games  ,KING Art Games  ,0.0,Adventure,PC,PC,T,7.6,39.0,89.0,1 Player,1.0,1.0,0.0,73.0,Fair,Mighty
27252,The Book of Unwritten Tales 2,XOne,Nordic Games  ,KING Art Games  ,0.0,Adventure,Microsoft,HomeConsole,T,7.5,7.0,13.0,1 Player,1.0,1.0,0.0,73.0,Fair,Strong
27265,Legend of Kay Anniversary,PS4,Nordic Games  ,Neon Studios  ,0.08,Action,Sony,HomeConsole,E10+,5.9,22.0,17.0,1 Player,0.0,1.0,0.0,58.0,Weak,Fair
27266,Legend of Kay Anniversary,WiiU,Nordic Games  ,Neon Studios  ,0.07,Action,Nintendo,HomeConsole,E10+,7.1,9.0,40.0,1 Player,0.0,1.0,0.0,58.0,Weak,Fair
27269,Legend of Kay Anniversary,PS4,Nordic Games  ,Nordic Games  ,0.07,Action,Sony,HomeConsole,E10+,5.9,22.0,17.0,1 Player,0.0,1.0,0.0,58.0,Weak,Fair
27270,Legend of Kay Anniversary,WiiU,Nordic Games  ,Nordic Games  ,0.01,Action,Nintendo,HomeConsole,E10+,7.1,9.0,40.0,1 Player,0.0,1.0,0.0,58.0,Weak,Fair
27271,Legend of Kay Anniversary,PC,Nordic Games  ,Nordic Games  ,0.0,Action,PC,PC,E10+,6.8,9.0,10.0,1 Player,0.0,1.0,0.0,58.0,Weak,Fair
27276,MX vs. ATV Supercross Encore,PS4,Nordic Games  ,Rainbow Studios  ,0.06,Sports,Sony,HomeConsole,E,4.3,8.0,23.0,Up to 12 Players,0.0,1.0,0.0,42.0,Weak,Weak
27298,Delta Force: Black Hawk Down,XB,NovaLogic  ,Climax Group  ,0.34,Shooter,Microsoft,HomeConsole,T,6.6,37.0,19.0,"1-4 Players, 44 Players Online",0.0,1.0,0.0,,,Fair
27308,Delta Force: Black Hawk Down,PC,NovaLogic  ,NovaLogic  ,0.0,Shooter,PC,PC,T,7.7,26.0,102.0,1-32 Players,0.0,1.0,0.0,,,Strong
27321,Delta Force: Black Hawk Down,PS2,NovaLogic  ,Rebellion Developments  ,0.46,Shooter,Sony,HomeConsole,T,8.7,25.0,53.0,"1-4 Players, 32 Players Online",0.0,1.0,0.0,,,Weak
27326,Ninja Blade,PC,Noviy Disk  ,From Software  ,0.0,Action,PC,PC,M,6.1,11.0,57.0,1 Player,0.0,1.0,0.0,,,Fair
27347,Braid,PC,Number None  ,Number None Inc.  ,1.01,Platform,PC,PC,E10+,8.6,11.0,984.0,1 Player,0.0,1.0,0.0,,,Excellent
27359,John Daly's ProStroke Golf,PS3,O-Games  ,Gusto Games  ,0.11,Sports,Sony,HomeConsole,E,4.0,23.0,9.0,Up to 4 Players,0.0,1.0,0.0,,,Weak
27362,PDC World Championship Darts 2008,Wii,O-Games  ,Mere Mortals  ,0.24,Sports,Nintendo,HomeConsole,E10+,5.4,18.0,7.0,1-8 Players,0.0,1.0,0.0,,,Weak
27402,Chaos Wars,PS2,O~3 Entertainment  ,Idea Factory  ,0.04,Strategy,Sony,HomeConsole,T,6.4,9.0,12.0,1 Player,0.0,1.0,0.0,,,Fair
27403,Tank Beat,DS,O~3 Entertainment  ,MileStone Inc.  ,0.03,Strategy,Nintendo,Handheld,E10+,5.4,12.0,8.0,"1-4 Players, 2 Players 4 Players Online",0.0,1.0,0.0,,,Weak
27404,Alien Hominid,PS2,O~3 Entertainment  ,The Behemoth  ,0.1,Shooter,Sony,HomeConsole,T,8.4,47.0,20.0,1 Player,0.0,1.0,0.0,,,Strong
27413,Alien Hominid,GC,O3 Entertainment  ,The Behemoth  ,0.09,Shooter,Nintendo,HomeConsole,T,8.3,28.0,19.0,1-4 Players,0.0,1.0,0.0,,,Strong
27420,Pillars of Eternity,PC,Obsidian Entertainment  ,Obsidian Entertainment  ,0.02,Role-Playing,PC,PC,M,8.3,71.0,2598.0,1 Player,1.0,0.0,0.0,89.0,Mighty,Mighty
27529,Motocross Mania,PC,On Deck Interactive  ,Deibus Studios  ,0.0,Racing,PC,PC,E,6.8,7.0,4.0,1-8 Players,0.0,1.0,0.0,,,Strong
27552,Racing Gears Advance,GBA,"Orbital Media, Inc.  ","Orbital Media, Inc.  ",0.06,Racing,Nintendo,Handheld,E,8.2,17.0,12.0,1-4 Players,0.0,1.0,0.0,,,Mighty
27770,Magicka,PC,Paradox Interactive   ,Arrowhead Game Studios  ,2.8,Role-Playing,PC,PC,T,7.6,44.0,661.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
27785,Combat Mission: Shock Force,PC,Paradox Interactive   ,Big Time Software  ,0.03,Strategy,PC,PC,T,3.2,15.0,88.0,"1-2 Players, 2 Players Online",0.0,1.0,0.0,,,Fair
27787,Knights of Honor,PC,Paradox Interactive   ,Black Sea Studios  ,0.03,Strategy,PC,PC,E10+,8.8,26.0,131.0,"1-6 Players, 6 Players Online",0.0,1.0,0.0,,,Strong
27788,Cities in Motion,PC,Paradox Interactive   ,Colossal Order  ,0.05,Simulation,PC,PC,E,7.6,20.0,113.0,1 Player,0.0,1.0,0.0,,,Strong
27790,Cities: Skylines,PC,Paradox Interactive   ,Colossal Order  ,6.13,Simulation,PC,PC,E,8.8,60.0,1994.0,1 Player,0.0,1.0,0.0,83.0,Strong,Mighty
27805,Majesty 2: The Fantasy Kingdom Sim,PC,Paradox Interactive   ,Ino-Co / 1C Company  ,0.02,Strategy,PC,PC,T,7.2,31.0,143.0,1 Player,0.0,1.0,0.0,,,Strong
27825,Commander: Conquest of the Americas,PC,Paradox Interactive   ,Nitro Games  ,0.03,Strategy,PC,PC,T,5.3,16.0,20.0,1 Player,0.0,1.0,0.0,,,Fair
27826,East India Company,PC,Paradox Interactive   ,Nitro Games  ,0.04,Strategy,PC,PC,T,5.8,28.0,50.0,8 Players Online,0.0,1.0,0.0,,,Fair
27833,Pillars of Eternity,PC,Paradox Interactive   ,Obsidian Entertainment  ,1.28,Role-Playing,PC,PC,M,8.3,71.0,2598.0,1 Player,1.0,0.0,0.0,89.0,Mighty,Mighty
27838,Hearts of Iron IV,PC,Paradox Interactive   ,Paradox Development  ,1.35,Strategy,PC,PC,,7.6,37.0,21.0,1 Player,0.0,1.0,0.0,83.0,Strong,Mighty
27862,Hearts of Iron III,PC,Paradox Interactive   ,Paradox Interactive  ,0.09,Strategy,PC,PC,E10+,7.1,23.0,251.0,1-2 Players,0.0,1.0,0.0,,,Strong
27871,Sengoku,PC,Paradox Interactive   ,Paradox Interactive  ,0.01,Strategy,PC,PC,T,6.8,13.0,84.0,1 Player,0.0,1.0,0.0,,,Strong
27872,Stellaris,PC,Paradox Interactive   ,Paradox Interactive  ,1.97,Strategy,PC,PC,,8.0,57.0,916.0,1 Player,0.0,1.0,0.0,81.0,Strong,Strong
27873,Supreme Ruler: Cold War,PC,Paradox Interactive   ,Paradox Interactive  ,0.03,Strategy,PC,PC,RP,6.7,12.0,28.0,"1-16 Players, 16 Players Online",0.0,1.0,0.0,,,Fair
27962,Torchlight,PC,Perfect World Entertainment  ,Runic Games  ,0.07,Role-Playing,PC,PC,T,7.9,57.0,890.0,1 Player,0.0,1.0,0.0,,,Mighty
27984,Phantom Crash,XB,Phantagram  ,Genki  ,0.05,Simulation,Microsoft,HomeConsole,T,8.1,23.0,18.0,1-4 Players,0.0,1.0,0.0,,,Strong
27989,Darkest of Days,X360,Phantom EFX  ,8MonkeyLabs  ,0.1,Shooter,Microsoft,HomeConsole,M,4.9,25.0,79.0,1 Player,0.0,1.0,0.0,,,Weak
27990,Darkest of Days,PC,Phantom EFX  ,8MonkeyLabs  ,0.0,Shooter,PC,PC,M,6.1,20.0,117.0,1 Player,0.0,1.0,0.0,,,Weak
28200,WorldShift,PC,Playlogic Game Factory  ,Black Sea Studios  ,0.02,Strategy,PC,PC,T,7.2,9.0,10.0,1 Player,0.0,1.0,0.0,,,Fair
28203,Obscure: The Aftermath,PSP,Playlogic Game Factory  ,Hydravision Entertainment  ,0.09,Adventure,Sony,Handheld,M,8.1,25.0,27.0,1-2 Players,0.0,1.0,0.0,,,Fair
28208,Infernal: Hell's Vengeance,X360,Playlogic Game Factory  ,Metropolis Software  ,0.08,Shooter,Microsoft,HomeConsole,M,4.8,23.0,12.0,1 Player,0.0,1.0,0.0,,,Weak
28213,Aliens in the Attic,DS,Playlogic Game Factory  ,Playlogic Game Factory  ,0.05,Action,Nintendo,Handheld,E10+,6.7,7.0,7.0,1 Player,0.0,1.0,0.0,,,Weak
28216,Fairytale Fights,PS3,Playlogic Game Factory  ,Playlogic Game Factory  ,0.17,Action,Sony,HomeConsole,M,5.9,34.0,24.0,Massively Multiplayer Up to 4 Players,0.0,1.0,0.0,,,Weak
28217,Fairytale Fights,X360,Playlogic Game Factory  ,Playlogic Game Factory  ,0.17,Action,Microsoft,HomeConsole,M,5.7,47.0,13.0,4 Players Online Up to 4 Players,0.0,1.0,0.0,,,Weak
28254,God of War,PC,PlayStation PC  ,SIE Santa Monica Studio  ,2.5,Action-Adventure,PC,PC,M,8.6,60.0,920.0,1 Player,0.0,1.0,1.0,94.0,Mighty,Excellent
28369,Plants vs. Zombies,PS3,PopCap Games  ,PopCap  ,0.21,Strategy,Sony,HomeConsole,E10+,8.4,8.0,74.0,1 Player,0.0,1.0,0.0,,,Mighty
28373,Bejeweled 3,PC,PopCap Games  ,PopCap Games  ,0.3,Puzzle,PC,PC,E,7.8,27.0,112.0,1 Player,0.0,1.0,0.0,,,Mighty
28375,Bejeweled 3,X360,PopCap Games  ,PopCap Games  ,0.14,Puzzle,Microsoft,HomeConsole,E,8.3,13.0,14.0,1 Player,0.0,1.0,0.0,,,Strong
28378,Bejeweled Twist,PC,PopCap Games  ,PopCap Games  ,0.05,Puzzle,PC,PC,E,7.6,12.0,18.0,1 Player,0.0,1.0,0.0,,,Strong
28387,Peggle Nights,PC,PopCap Games  ,PopCap Games  ,0.02,Puzzle,PC,PC,E,7.3,15.0,36.0,1 Player,0.0,1.0,0.0,,,Strong
28388,Plants vs. Zombies,PC,PopCap Games  ,PopCap Games  ,1.65,Strategy,PC,PC,E10+,8.8,41.0,1274.0,1 Player,0.0,1.0,0.0,,,Mighty
28389,Plants vs. Zombies,DS,PopCap Games  ,PopCap Games  ,1.11,Strategy,Nintendo,Handheld,E10+,8.4,23.0,49.0,1 Player,0.0,1.0,0.0,,,Mighty
28390,Plants vs. Zombies,X360,PopCap Games  ,PopCap Games  ,0.27,Strategy,Microsoft,HomeConsole,E10+,8.4,27.0,188.0,1 Player,0.0,1.0,0.0,,,Mighty
28404,Peggle: Dual Shot,DS,PopCap Games  ,Q Entertainment  ,0.12,Puzzle,Nintendo,Handheld,E,7.9,17.0,24.0,1-2 Players,0.0,1.0,0.0,,,Mighty
28417,Plants vs. Zombies,DS,PopCap Games  ,Unknown  ,0.0,Misc,Nintendo,Handheld,E10+,8.4,23.0,49.0,1 Player,0.0,1.0,0.0,,,Mighty
28418,Plants vs. Zombies,X360,PopCap Games  ,Unknown  ,0.0,Misc,Microsoft,HomeConsole,E10+,8.4,27.0,188.0,1 Player,0.0,1.0,0.0,,,Mighty
28419,Plants vs. Zombies,PSV,PopCap Games  ,Unknown  ,0.0,Misc,Sony,Handheld,E10+,7.8,12.0,51.0,1 Player,0.0,1.0,0.0,,,Strong
28440,Steins;Gate 0,PSV,PQube  ,5pb. Inc.  ,0.15,Adventure,Sony,Handheld,M,8.8,10.0,64.0,1 Player,1.0,1.0,0.0,83.0,Strong,Mighty
28441,Steins;Gate 0,PS4,PQube  ,5pb. Inc.  ,0.07,Adventure,Sony,HomeConsole,M,8.4,20.0,103.0,1 Player,1.0,1.0,0.0,83.0,Strong,Mighty
28470,Root Letter,PS4,PQube  ,Kadokawa Games  ,0.03,Visual Novel,Sony,HomeConsole,,7.0,16.0,,1 Player,0.0,1.0,0.0,66.0,Fair,Fair
28474,Valkyrie Drive: Bhikkhuni,PSV,PQube  ,Marvelous Entertainment  ,0.17,Action,Sony,Handheld,M,8.1,7.0,22.0,Up to 4 Players,0.0,1.0,0.0,,,Strong
28640,Colony Wars,PS,Psygnosis  ,Psygnosis  ,0.42,Simulation,Sony,HomeConsole,E,8.3,12.0,25.0,1 Player,0.0,1.0,0.0,,,Excellent
28669,Rocket League,PC,Psyonix Studios  ,Psyonix Studios  ,10.11,Sports,PC,PC,E,7.7,20.0,1373.0,1 Player,0.0,1.0,0.0,87.0,Mighty,Mighty
28877,Terraria,PC,Re-Logic  ,Re-Logic  ,23.0,Platform,PC,PC,T,8.7,29.0,2471.0,Up to 8 Players,0.0,1.0,0.0,79.0,Strong,Mighty
28908,Sniper Elite V2,PC,Rebellion Developments  ,Rebellion Developments  ,0.5,Shooter,PC,PC,M,6.7,21.0,604.0,1 Player,0.0,1.0,1.0,,,Fair
28912,Zombie Army Trilogy,PC,Rebellion Developments  ,Rebellion Developments  ,0.94,Shooter,PC,PC,M,7.0,11.0,71.0,1 Player,0.0,1.0,0.0,66.0,Fair,Strong
28913,Zombie Army Trilogy,PS4,Rebellion Developments  ,Rebellion Developments  ,0.22,Shooter,Sony,HomeConsole,M,7.0,26.0,113.0,Up to 4 Players,0.0,1.0,0.0,66.0,Fair,Fair
28914,Zombie Army Trilogy,XOne,Rebellion Developments  ,Rebellion Developments  ,0.12,Shooter,Microsoft,HomeConsole,M,6.8,10.0,51.0,Up to 4 Players,0.0,1.0,0.0,66.0,Fair,Fair
28915,Zombie Army Trilogy,NS,Rebellion Developments  ,Rebellion Developments  ,0.0,Shooter,Nintendo,HomeConsole,M,6.7,12.0,12.0,Up to 4 Players,0.0,1.0,0.0,66.0,Fair,Strong
28945,Jackass the Game,PS2,Red Mile Entertainment  ,Sidhe Interactive  ,0.28,Action,Sony,HomeConsole,M,6.6,24.0,23.0,1-4 Players,0.0,1.0,0.0,,,Weak
28946,Jackass the Game,PSP,Red Mile Entertainment  ,Sidhe Interactive  ,0.22,Action,Sony,Handheld,M,6.7,21.0,13.0,1-4 Players,0.0,1.0,0.0,,,Weak
28975,Guitar Hero III: Legends of Rock,PS2,RedOctane  ,BudCat Creations  ,4.98,Misc,Sony,HomeConsole,T,8.4,24.0,83.0,1-2 Players,0.0,1.0,0.0,,,Mighty
28976,Guitar Hero,PS2,RedOctane  ,Harmonix Music Systems  ,2.38,Misc,Sony,HomeConsole,T,8.5,65.0,215.0,1-2 Players,0.0,1.0,0.0,,,Excellent
28978,Guitar Hero II,PS2,RedOctane  ,Harmonix Music Systems  ,5.12,Misc,Sony,HomeConsole,T,8.4,69.0,162.0,1-2 Players,0.0,1.0,0.0,,,Excellent
28979,Guitar Hero II,X360,RedOctane  ,Harmonix Music Systems  ,2.21,Misc,Microsoft,HomeConsole,T,8.1,55.0,246.0,1-2 Players,0.0,1.0,0.0,,,Excellent
28980,Guitar Hero III: Legends of Rock,X360,RedOctane  ,Neversoft  ,4.53,Misc,Microsoft,HomeConsole,T,8.0,69.0,203.0,"1-2 Players, 2 Players",0.0,1.0,0.0,,,Mighty
28981,Guitar Hero III: Legends of Rock,PS3,RedOctane  ,Neversoft  ,2.25,Misc,Sony,HomeConsole,T,7.8,45.0,64.0,"1-2 Players, 2 Players 2 Players Online",0.0,1.0,0.0,,,Mighty
